worker_id,worker_name,worker_type,home_sigungu_code,sido_name,sigungu_name,status,availability_status,travel_distance_km,travel_time_hour,battery_percent,battery_context
PR27047,이수아,방제요원,34050,충청남도,서산시,복귀,복귀 중,23.81,3.44,47.0,현장 단말/장비 배터리
PR86585,서준우,방제요원,34050,충청남도,서산시,복귀,복귀 중,24.94,3.55,56.0,현장 단말/장비 배터리
DR28919,신하은,드론요원,34050,충청남도,서산시,출동,이동 중,25.29,3.75,58.0,드론 배터리
FR23792,서민서,현장요원,34050,충청남도,서산시,현장,업무 중,16.39,2.59,99.0,현장 단말/장비 배터리
FR15130,한서현,현장요원,34060,,,대기,즉시 가용,6.44,0.78,49.0,현장 단말/장비 배터리
DR41077,최서연,드론요원,34060,,,출동,이동 중,1.84,0.21,27.0,드론 배터리
PR85637,권예준,방제요원,34060,,,출동,이동 중,24.52,3.22,45.0,현장 단말/장비 배터리
FR21090,장서연,현장요원,34060,,,출동,이동 중,49.0,7.38,46.0,현장 단말/장비 배터리
PR42550,신민준,방제요원,34060,,,현장,업무 중,15.03,2.93,66.0,현장 단말/장비 배터리
FR59185,조수아,현장요원,34070,,,출동,이동 중,44.49,7.27,57.0,현장 단말/장비 배터리
DR55453,최현우,드론요원,34070,,,대기,즉시 가용,24.2,3.91,69.0,드론 배터리
PR11329,강윤서,방제요원,34070,,,대기,즉시 가용,45.18,7.5,80.0,현장 단말/장비 배터리
FR46454,한예준,현장요원,34080,충청남도,당진시,복귀,복귀 중,15.88,2.84,88.0,현장 단말/장비 배터리
DR18469,권민준,드론요원,34080,충청남도,당진시,대기,즉시 가용,43.49,4.65,48.0,드론 배터리
PR40016,임민준,방제요원,34080,충청남도,당진시,출동,이동 중,42.35,5.64,31.0,현장 단말/장비 배터리
PR39156,이민서,방제요원,34080,충청남도,당진시,출동,이동 중,30.4,4.2,41.0,현장 단말/장비 배터리
FR59250,조예준,현장요원,34080,충청남도,당진시,복귀,복귀 중,10.22,1.06,92.0,현장 단말/장비 배터리
DR18526,박예준,드론요원,34510,,,현장,업무 중,6.37,1.23,29.0,드론 배터리
FR35101,장채원,현장요원,34510,,,출동,이동 중,4.5,0.73,38.0,현장 단말/장비 배터리
PR93681,김지호,방제요원,34510,,,복귀,복귀 중,19.8,3.7,72.0,현장 단말/장비 배터리
PR96486,강지호,방제요원,34510,,,출동,이동 중,36.94,6.18,77.0,현장 단말/장비 배터리
FR57579,윤지아,현장요원,34510,,,출동,이동 중,1.84,0.27,90.0,현장 단말/장비 배터리
FR78002,임건우,현장요원,34530,충청남도,부여군,현장,업무 중,17.58,2.78,59.0,현장 단말/장비 배터리
FR71282,신건우,현장요원,34530,충청남도,부여군,현장,업무 중,21.63,2.96,63.0,현장 단말/장비 배터리
DR22898,장민서,드론요원,34530,충청남도,부여군,출동,이동 중,5.93,0.81,69.0,드론 배터리
PR13239,장도현,방제요원,34530,충청남도,부여군,대기,즉시 가용,8.98,1.11,82.0,현장 단말/장비 배터리
PR48603,오도윤,방제요원,34530,충청남도,부여군,대기,즉시 가용,42.13,6.37,82.0,현장 단말/장비 배터리
FR27157,서서현,현장요원,34540,충청남도,서천군,현장,업무 중,16.17,2.9,92.0,현장 단말/장비 배터리
DR65982,정도현,드론요원,34540,충청남도,서천군,대기,즉시 가용,33.97,3.97,47.0,드론 배터리
FR61257,오도현,현장요원,34540,충청남도,서천군,출동,이동 중,3.59,0.62,36.0,현장 단말/장비 배터리
PR85649,권하은,방제요원,34540,충청남도,서천군,출동,이동 중,6.88,1.17,37.0,현장 단말/장비 배터리
PR35644,조지호,방제요원,34540,충청남도,서천군,대기,즉시 가용,36.77,3.71,92.0,현장 단말/장비 배터리
FR70925,이현우,현장요원,34550,충청남도,청양군,복귀,복귀 중,27.66,2.95,93.0,현장 단말/장비 배터리
FR45279,윤민준,현장요원,34550,충청남도,청양군,출동,이동 중,27.7,4.39,62.0,현장 단말/장비 배터리
PR80836,정채원,방제요원,34550,충청남도,청양군,복귀,복귀 중,49.27,8.0,68.0,현장 단말/장비 배터리
DR10131,권서연,드론요원,34550,충청남도,청양군,현장,업무 중,40.63,7.97,79.0,드론 배터리
PR84481,정윤서,방제요원,34550,충청남도,청양군,출동,이동 중,20.34,2.2,81.0,현장 단말/장비 배터리
FR26457,정지호,현장요원,34560,충청남도,홍성군,출동,이동 중,4.59,0.73,49.0,현장 단말/장비 배터리
FR71220,박수아,현장요원,34560,충청남도,홍성군,복귀,복귀 중,15.57,2.68,31.0,현장 단말/장비 배터리
PR20487,장지아,방제요원,34560,충청남도,홍성군,출동,이동 중,47.55,6.46,48.0,현장 단말/장비 배터리
PR49728,강민서,방제요원,34560,충청남도,홍성군,출동,이동 중,14.27,2.07,81.0,현장 단말/장비 배터리
DR65403,황건우,드론요원,34560,충청남도,홍성군,출동,이동 중,25.26,4.38,97.0,드론 배터리
PR46587,정지아,방제요원,34570,충청남도,예산군,대기,즉시 가용,42.08,4.93,92.0,현장 단말/장비 배터리
DR26272,강윤서,드론요원,34570,충청남도,예산군,대기,즉시 가용,26.73,3.72,48.0,드론 배터리
PR70470,한건우,방제요원,34570,충청남도,예산군,복귀,복귀 중,3.41,0.53,31.0,현장 단말/장비 배터리
FR19593,권민준,현장요원,34570,충청남도,예산군,복귀,복귀 중,31.94,5.35,59.0,현장 단말/장비 배터리
FR61992,한도현,현장요원,34570,충청남도,예산군,출동,이동 중,1.89,0.24,90.0,현장 단말/장비 배터리
FR58224,정도윤,현장요원,34580,충청남도,태안군,복귀,복귀 중,8.51,1.33,50.0,현장 단말/장비 배터리
FR64831,임지호,현장요원,34580,충청남도,태안군,현장,업무 중,9.02,1.62,93.0,현장 단말/장비 배터리
PR65481,조도현,방제요원,34580,충청남도,태안군,대기,즉시 가용,36.81,4.62,42.0,현장 단말/장비 배터리
DR21750,권예준,드론요원,34580,충청남도,태안군,현장,업무 중,15.87,2.43,49.0,드론 배터리
DR15788,최현우,드론요원,34580,충청남도,태안군,현장,업무 중,48.93,7.34,35.0,드론 배터리
PR76131,김준우,방제요원,34580,충청남도,태안군,현장,업무 중,30.98,4.04,50.0,현장 단말/장비 배터리
DR86085,정서연,드론요원,34580,충청남도,태안군,현장,업무 중,8.97,1.05,63.0,드론 배터리
PR90960,장민서,방제요원,34580,충청남도,태안군,복귀,복귀 중,22.55,2.81,74.0,현장 단말/장비 배터리
FR60079,임지아,현장요원,34580,충청남도,태안군,출동,이동 중,6.51,1.21,76.0,현장 단말/장비 배터리
PR40781,이현우,방제요원,34580,충청남도,태안군,대기,즉시 가용,23.55,3.19,77.0,현장 단말/장비 배터리
PR71457,박민준,방제요원,34580,충청남도,태안군,복귀,복귀 중,6.66,0.88,88.0,현장 단말/장비 배터리
FR25533,권지아,현장요원,34580,충청남도,태안군,현장,업무 중,11.22,1.35,100.0,현장 단말/장비 배터리
PR51652,신수아,방제요원,35011,전북특별자치도,전주시 완산구,복귀,복귀 중,40.67,4.87,46.0,현장 단말/장비 배터리
DR45968,황서연,드론요원,35011,전북특별자치도,전주시 완산구,현장,업무 중,21.06,2.37,87.0,드론 배터리
FR83525,조서현,현장요원,35011,전북특별자치도,전주시 완산구,대기,즉시 가용,13.9,2.23,85.0,현장 단말/장비 배터리
PR13869,박서연,방제요원,35012,,,대기,즉시 가용,42.6,4.94,49.0,현장 단말/장비 배터리
FR87182,정현우,현장요원,35012,,,복귀,복귀 중,47.76,6.44,79.0,현장 단말/장비 배터리
DR52422,황지아,드론요원,35012,,,출동,이동 중,38.0,7.53,93.0,드론 배터리
DR19103,한민준,드론요원,35020,전북특별자치도,군산시,현장,업무 중,23.49,4.3,53.0,드론 배터리
PR27178,권윤서,방제요원,35020,전북특별자치도,군산시,대기,즉시 가용,42.08,5.9,68.0,현장 단말/장비 배터리
FR85551,서민서,현장요원,35020,전북특별자치도,군산시,대기,즉시 가용,1.06,0.11,100.0,현장 단말/장비 배터리
FR54215,황수아,현장요원,35030,전북특별자치도,익산시,현장,업무 중,22.2,3.65,92.0,현장 단말/장비 배터리
DR61955,강민준,드론요원,35030,전북특별자치도,익산시,현장,업무 중,41.63,6.99,58.0,드론 배터리
PR17864,최예준,방제요원,35030,전북특별자치도,익산시,출동,이동 중,44.06,4.55,96.0,현장 단말/장비 배터리
FR24461,최수아,현장요원,35040,전북특별자치도,정읍시,출동,이동 중,6.04,0.95,92.0,현장 단말/장비 배터리
DR74067,조하은,드론요원,35040,전북특별자치도,정읍시,대기,즉시 가용,0.1,0.02,47.0,드론 배터리
PR87283,정예준,방제요원,35040,전북특별자치도,정읍시,현장,업무 중,21.09,4.08,39.0,현장 단말/장비 배터리
PR49967,최채원,방제요원,35040,전북특별자치도,정읍시,대기,즉시 가용,49.55,6.46,62.0,현장 단말/장비 배터리
FR69694,최지호,현장요원,35040,전북특별자치도,정읍시,현장,업무 중,23.67,4.13,71.0,현장 단말/장비 배터리
DR69129,신도현,드론요원,35050,전북특별자치도,남원시,복귀,복귀 중,31.51,4.52,92.0,드론 배터리
PR13113,박예준,방제요원,35050,전북특별자치도,남원시,대기,즉시 가용,22.96,3.06,93.0,현장 단말/장비 배터리
PR80513,최하은,방제요원,35050,전북특별자치도,남원시,출동,이동 중,26.66,4.34,49.0,현장 단말/장비 배터리
FR19552,황채원,현장요원,35050,전북특별자치도,남원시,출동,이동 중,39.2,5.17,28.0,현장 단말/장비 배터리
PR43018,이하은,방제요원,35050,전북특별자치도,남원시,현장,업무 중,27.9,4.39,29.0,현장 단말/장비 배터리
FR77350,강하은,현장요원,35050,전북특별자치도,남원시,현장,업무 중,5.97,0.62,35.0,현장 단말/장비 배터리
DR75907,박채원,드론요원,35050,전북특별자치도,남원시,대기,즉시 가용,5.31,0.95,38.0,드론 배터리
FR64516,박하은,현장요원,35050,전북특별자치도,남원시,출동,이동 중,27.15,3.81,44.0,현장 단말/장비 배터리
PR59987,이현우,방제요원,35050,전북특별자치도,남원시,현장,업무 중,45.8,8.0,49.0,현장 단말/장비 배터리
FR36619,김준우,현장요원,35050,전북특별자치도,남원시,출동,이동 중,31.03,5.53,56.0,현장 단말/장비 배터리
FR86544,정하은,현장요원,35050,전북특별자치도,남원시,출동,이동 중,42.3,4.25,59.0,현장 단말/장비 배터리
DR59992,임건우,드론요원,35050,전북특별자치도,남원시,출동,이동 중,19.76,3.28,60.0,드론 배터리
PR77746,임민준,방제요원,35050,전북특별자치도,남원시,복귀,복귀 중,41.11,5.65,65.0,현장 단말/장비 배터리
PR48854,황서연,방제요원,35050,전북특별자치도,남원시,대기,즉시 가용,44.91,5.36,65.0,현장 단말/장비 배터리
FR52287,이예준,현장요원,35050,전북특별자치도,남원시,현장,업무 중,29.84,5.29,80.0,현장 단말/장비 배터리
PR97679,김서현,방제요원,35050,전북특별자치도,남원시,출동,이동 중,17.3,2.15,82.0,현장 단말/장비 배터리
FR35362,오지호,현장요원,35050,전북특별자치도,남원시,대기,즉시 가용,14.71,1.73,87.0,현장 단말/장비 배터리
PR36945,신서현,방제요원,35050,전북특별자치도,남원시,복귀,복귀 중,26.89,4.58,94.0,현장 단말/장비 배터리
DR94072,최민준,드론요원,35050,전북특별자치도,남원시,대기,즉시 가용,36.01,3.83,95.0,드론 배터리
PR53393,조현우,방제요원,35050,전북특별자치도,남원시,복귀,복귀 중,18.04,2.2,96.0,현장 단말/장비 배터리
PR28892,임건우,방제요원,35060,전북특별자치도,김제시,출동,이동 중,41.76,6.48,53.0,현장 단말/장비 배터리
DR17322,조민서,드론요원,35060,전북특별자치도,김제시,출동,이동 중,37.35,4.17,89.0,드론 배터리
FR24438,황예준,현장요원,35060,전북특별자치도,김제시,출동,이동 중,2.98,0.4,99.0,현장 단말/장비 배터리
FR17857,신서현,현장요원,35510,전북특별자치도,완주군,현장,업무 중,42.08,5.3,64.0,현장 단말/장비 배터리
PR40945,권현우,방제요원,35510,전북특별자치도,완주군,출동,이동 중,40.27,8.0,72.0,현장 단말/장비 배터리
PR95322,최서연,방제요원,35510,전북특별자치도,완주군,대기,즉시 가용,47.07,6.82,73.0,현장 단말/장비 배터리
DR47294,오윤서,드론요원,35510,전북특별자치도,완주군,출동,이동 중,33.35,6.05,73.0,드론 배터리
FR80770,김민준,현장요원,35510,전북특별자치도,완주군,현장,업무 중,29.63,3.68,99.0,현장 단말/장비 배터리
FR65314,황수아,현장요원,35520,,,현장,업무 중,32.35,3.35,62.0,현장 단말/장비 배터리
PR65426,서민서,방제요원,35520,,,현장,업무 중,10.9,1.21,27.0,현장 단말/장비 배터리
DR81531,최현우,드론요원,35520,,,출동,이동 중,21.19,3.57,35.0,드론 배터리
FR24884,서민서,현장요원,35520,,,복귀,복귀 중,7.5,0.77,39.0,현장 단말/장비 배터리
FR12609,이지아,현장요원,35520,,,현장,업무 중,2.77,0.53,40.0,현장 단말/장비 배터리
PR41205,황도윤,방제요원,35520,,,현장,업무 중,29.99,5.32,40.0,현장 단말/장비 배터리
PR57636,박수아,방제요원,35520,,,출동,이동 중,33.58,6.33,50.0,현장 단말/장비 배터리
PR84838,윤서현,방제요원,35520,,,현장,업무 중,36.72,7.1,66.0,현장 단말/장비 배터리
PR43332,권수아,방제요원,35520,,,현장,업무 중,43.14,4.56,68.0,현장 단말/장비 배터리
FR43868,정민준,현장요원,35520,,,출동,이동 중,39.48,5.04,70.0,현장 단말/장비 배터리
DR58200,오지아,드론요원,35520,,,대기,즉시 가용,41.07,4.19,77.0,드론 배터리
DR43158,이민서,드론요원,35520,,,현장,업무 중,27.64,3.62,89.0,드론 배터리
PR48729,윤수아,방제요원,35530,,,대기,즉시 가용,28.43,4.41,92.0,현장 단말/장비 배터리
DR22384,신수아,드론요원,35530,,,현장,업무 중,23.23,4.0,32.0,드론 배터리
FR37292,박민준,현장요원,35530,,,출동,이동 중,8.15,1.45,36.0,현장 단말/장비 배터리
PR79111,정지아,방제요원,35530,,,복귀,복귀 중,31.48,4.8,37.0,현장 단말/장비 배터리
DR15932,강도현,드론요원,35530,,,현장,업무 중,4.16,0.78,38.0,드론 배터리
FR74336,최윤서,현장요원,35530,,,출동,이동 중,40.06,6.95,39.0,현장 단말/장비 배터리
FR58163,오서현,현장요원,35530,,,복귀,복귀 중,25.63,3.82,49.0,현장 단말/장비 배터리
PR22182,신수아,방제요원,35530,,,출동,이동 중,2.02,0.27,59.0,현장 단말/장비 배터리
DR75987,장도윤,드론요원,35530,,,출동,이동 중,0.81,0.14,59.0,드론 배터리
PR21825,장수아,방제요원,35530,,,출동,이동 중,37.82,6.85,78.0,현장 단말/장비 배터리
PR72601,신도윤,방제요원,35530,,,현장,업무 중,15.02,2.98,87.0,현장 단말/장비 배터리
FR62279,서도윤,현장요원,35530,,,복귀,복귀 중,12.76,1.58,98.0,현장 단말/장비 배터리
PR49405,강도윤,방제요원,35540,,,현장,업무 중,4.49,0.76,48.0,현장 단말/장비 배터리
FR92864,서채원,현장요원,35540,,,대기,즉시 가용,10.64,1.96,36.0,현장 단말/장비 배터리
DR45784,장건우,드론요원,35540,,,출동,이동 중,12.3,2.44,43.0,드론 배터리
FR17887,강민준,현장요원,35540,,,현장,업무 중,46.68,6.92,76.0,현장 단말/장비 배터리
PR90012,신지호,방제요원,35540,,,현장,업무 중,25.24,4.55,87.0,현장 단말/장비 배터리
FR44867,강도윤,현장요원,35550,전북특별자치도,임실군,출동,이동 중,18.62,3.27,46.0,현장 단말/장비 배터리
FR39908,정수아,현장요원,35550,전북특별자치도,임실군,복귀,복귀 중,6.9,0.99,52.0,현장 단말/장비 배터리
PR51262,박현우,방제요원,35550,전북특별자치도,임실군,대기,즉시 가용,20.08,3.56,55.0,현장 단말/장비 배터리
PR68009,오민준,방제요원,35550,전북특별자치도,임실군,대기,즉시 가용,7.28,0.74,66.0,현장 단말/장비 배터리
DR96530,서서연,드론요원,35550,전북특별자치도,임실군,대기,즉시 가용,46.13,5.31,73.0,드론 배터리
DR76467,이민서,드론요원,35560,전북특별자치도,순창군,복귀,복귀 중,40.96,6.39,92.0,드론 배터리
PR86502,오윤서,방제요원,35560,전북특별자치도,순창군,복귀,복귀 중,44.26,7.86,50.0,현장 단말/장비 배터리
FR28045,강민서,현장요원,35560,전북특별자치도,순창군,복귀,복귀 중,39.85,4.23,39.0,현장 단말/장비 배터리
FR93540,조예준,현장요원,35560,전북특별자치도,순창군,복귀,복귀 중,25.44,3.45,61.0,현장 단말/장비 배터리
PR48150,임현우,방제요원,35560,전북특별자치도,순창군,출동,이동 중,18.44,1.86,75.0,현장 단말/장비 배터리
DR53870,서지호,드론요원,35570,,,출동,이동 중,4.09,0.64,43.0,드론 배터리
PR46429,윤서연,방제요원,35570,,,대기,즉시 가용,45.92,7.04,40.0,현장 단말/장비 배터리
FR98224,김수아,현장요원,35570,,,복귀,복귀 중,47.15,4.96,41.0,현장 단말/장비 배터리
PR25953,신준우,방제요원,35570,,,대기,즉시 가용,34.01,4.99,46.0,현장 단말/장비 배터리
FR98832,조민준,현장요원,35570,,,복귀,복귀 중,26.65,3.34,71.0,현장 단말/장비 배터리
FR63950,서윤서,현장요원,35580,,,대기,즉시 가용,37.62,7.24,44.0,현장 단말/장비 배터리
PR45261,오예준,방제요원,35580,,,현장,업무 중,37.44,7.23,50.0,현장 단말/장비 배터리
FR65436,박지호,현장요원,35580,,,현장,업무 중,8.29,1.18,88.0,현장 단말/장비 배터리
PR74451,김하은,방제요원,35580,,,복귀,복귀 중,0.08,0.01,89.0,현장 단말/장비 배터리
DR66485,신윤서,드론요원,35580,,,출동,이동 중,8.53,1.17,90.0,드론 배터리
FR74369,조준우,현장요원,36010,,,출동,이동 중,21.88,2.81,48.0,현장 단말/장비 배터리
DR28423,조서연,드론요원,36010,,,대기,즉시 가용,44.66,6.07,52.0,드론 배터리
PR21274,신지호,방제요원,36010,,,대기,즉시 가용,29.11,4.74,85.0,현장 단말/장비 배터리
FR23824,강도윤,현장요원,36020,전라남도,여수시,현장,업무 중,21.74,3.73,49.0,현장 단말/장비 배터리
PR21854,정지아,방제요원,36020,전라남도,여수시,대기,즉시 가용,39.78,5.3,28.0,현장 단말/장비 배터리
FR25162,강건우,현장요원,36020,전라남도,여수시,출동,이동 중,24.11,3.71,31.0,현장 단말/장비 배터리
DR60023,한도현,드론요원,36020,전라남도,여수시,출동,이동 중,32.7,5.84,55.0,드론 배터리
PR38885,서준우,방제요원,36020,전라남도,여수시,대기,즉시 가용,35.96,5.99,85.0,현장 단말/장비 배터리
PR75234,권민준,방제요원,36030,전라남도,순천시,복귀,복귀 중,7.44,1.22,16.0,현장 단말/장비 배터리
FR97500,장수아,현장요원,36030,전라남도,순천시,대기,즉시 가용,38.49,5.09,87.0,현장 단말/장비 배터리
FR24212,강지아,현장요원,36030,전라남도,순천시,대기,즉시 가용,7.19,1.27,27.0,현장 단말/장비 배터리
FR60174,장서연,현장요원,36030,전라남도,순천시,현장,업무 중,19.43,3.88,33.0,현장 단말/장비 배터리
DR20545,오현우,드론요원,36030,전라남도,순천시,출동,이동 중,42.06,7.4,37.0,드론 배터리
DR60353,강서연,드론요원,36030,전라남도,순천시,대기,즉시 가용,33.04,4.29,49.0,드론 배터리
PR60387,윤민준,방제요원,36030,전라남도,순천시,대기,즉시 가용,47.71,8.0,61.0,현장 단말/장비 배터리
PR53231,장예준,방제요원,36030,전라남도,순천시,복귀,복귀 중,45.23,7.12,65.0,현장 단말/장비 배터리
FR19096,강건우,현장요원,36030,전라남도,순천시,복귀,복귀 중,24.59,4.74,78.0,현장 단말/장비 배터리
DR99369,오현우,드론요원,36030,전라남도,순천시,대기,즉시 가용,15.14,1.6,82.0,드론 배터리
PR23538,권준우,방제요원,36030,전라남도,순천시,현장,업무 중,1.74,0.19,93.0,현장 단말/장비 배터리
PR62941,황수아,방제요원,36030,전라남도,순천시,대기,즉시 가용,42.2,7.52,100.0,현장 단말/장비 배터리
PR57344,한민서,방제요원,36040,전라남도,나주시,현장,업무 중,33.25,4.58,47.0,현장 단말/장비 배터리
DR79550,김서현,드론요원,36040,전라남도,나주시,현장,업무 중,13.97,2.37,31.0,드론 배터리
FR22693,김서연,현장요원,36040,전라남도,나주시,현장,업무 중,10.55,1.89,48.0,현장 단말/장비 배터리
FR54175,황지아,현장요원,36040,전라남도,나주시,현장,업무 중,30.22,4.04,87.0,현장 단말/장비 배터리
PR10404,한서현,방제요원,36040,전라남도,나주시,출동,이동 중,22.85,3.88,92.0,현장 단말/장비 배터리
PR78650,황수아,방제요원,36060,전라남도,광양시,출동,이동 중,46.57,7.0,93.0,현장 단말/장비 배터리
DR99744,서지아,드론요원,36060,전라남도,광양시,출동,이동 중,26.62,4.03,48.0,드론 배터리
FR79934,황지호,현장요원,36060,전라남도,광양시,복귀,복귀 중,36.04,3.76,48.0,현장 단말/장비 배터리
FR57973,장채원,현장요원,36060,전라남도,광양시,대기,즉시 가용,22.42,3.85,55.0,현장 단말/장비 배터리
PR47965,장예준,방제요원,36060,전라남도,광양시,출동,이동 중,2.27,0.36,88.0,현장 단말/장비 배터리
PR63907,조지아,방제요원,36510,전라남도,담양군,대기,즉시 가용,49.62,7.71,47.0,현장 단말/장비 배터리
FR96386,권도현,현장요원,36510,전라남도,담양군,대기,즉시 가용,9.17,1.44,50.0,현장 단말/장비 배터리
DR63752,최현우,드론요원,36510,전라남도,담양군,대기,즉시 가용,22.55,2.82,64.0,드론 배터리
PR45884,윤하은,방제요원,36510,전라남도,담양군,대기,즉시 가용,44.13,6.79,85.0,현장 단말/장비 배터리
FR64401,서하은,현장요원,36510,전라남도,담양군,복귀,복귀 중,12.46,2.37,93.0,현장 단말/장비 배터리
FR60446,김도윤,현장요원,36520,전라남도,곡성군,현장,업무 중,44.67,5.95,87.0,현장 단말/장비 배터리
PR77467,한서연,방제요원,36520,전라남도,곡성군,대기,즉시 가용,47.27,7.92,50.0,현장 단말/장비 배터리
FR56976,조예준,현장요원,36520,전라남도,곡성군,대기,즉시 가용,14.79,2.44,43.0,현장 단말/장비 배터리
PR70994,서채원,방제요원,36520,전라남도,곡성군,대기,즉시 가용,30.96,4.23,50.0,현장 단말/장비 배터리
DR21443,조건우,드론요원,36520,전라남도,곡성군,대기,즉시 가용,4.01,0.76,36.0,드론 배터리
FR28169,권건우,현장요원,36520,전라남도,곡성군,복귀,복귀 중,43.71,6.14,47.0,현장 단말/장비 배터리
PR56230,윤현우,방제요원,36520,전라남도,곡성군,현장,업무 중,44.9,6.75,54.0,현장 단말/장비 배터리
PR53899,조예준,방제요원,36520,전라남도,곡성군,출동,이동 중,11.93,1.33,61.0,현장 단말/장비 배터리
DR58865,이도윤,드론요원,36520,전라남도,곡성군,대기,즉시 가용,17.26,2.57,67.0,드론 배터리
DR69241,황윤서,드론요원,36520,전라남도,곡성군,대기,즉시 가용,31.05,5.59,88.0,드론 배터리
FR31207,황윤서,현장요원,36520,전라남도,곡성군,대기,즉시 가용,35.17,6.53,95.0,현장 단말/장비 배터리
PR90281,신준우,방제요원,36520,전라남도,곡성군,대기,즉시 가용,27.12,4.87,100.0,현장 단말/장비 배터리
PR24134,장민서,방제요원,36530,전라남도,구례군,현장,업무 중,23.68,4.64,92.0,현장 단말/장비 배터리
FR42765,신도윤,현장요원,36530,전라남도,구례군,대기,즉시 가용,9.84,1.31,47.0,현장 단말/장비 배터리
FR66616,김지아,현장요원,36530,전라남도,구례군,현장,업무 중,40.4,6.43,80.0,현장 단말/장비 배터리
PR88638,윤도윤,방제요원,36530,전라남도,구례군,복귀,복귀 중,30.98,5.47,80.0,현장 단말/장비 배터리
DR17954,최도윤,드론요원,36530,전라남도,구례군,대기,즉시 가용,45.84,6.31,88.0,드론 배터리
FR54025,장지호,현장요원,36550,전라남도,고흥군,현장,업무 중,6.36,1.08,47.0,현장 단말/장비 배터리
DR72818,신도현,드론요원,36550,전라남도,고흥군,복귀,복귀 중,40.49,6.87,87.0,드론 배터리
FR86689,박지아,현장요원,36550,전라남도,고흥군,출동,이동 중,24.22,4.58,49.0,현장 단말/장비 배터리
PR85951,한수아,방제요원,36550,전라남도,고흥군,대기,즉시 가용,11.12,2.14,43.0,현장 단말/장비 배터리
FR60768,권하은,현장요원,36550,전라남도,고흥군,현장,업무 중,18.67,2.72,48.0,현장 단말/장비 배터리
PR11901,권준우,방제요원,36550,전라남도,고흥군,출동,이동 중,36.5,6.34,31.0,현장 단말/장비 배터리
PR71018,정서현,방제요원,36550,전라남도,고흥군,출동,이동 중,22.93,2.69,43.0,현장 단말/장비 배터리
FR41079,윤서현,현장요원,36550,전라남도,고흥군,출동,이동 중,36.89,6.9,48.0,현장 단말/장비 배터리
DR15250,신서연,드론요원,36550,전라남도,고흥군,대기,즉시 가용,49.56,8.0,64.0,드론 배터리
PR93623,임하은,방제요원,36550,전라남도,고흥군,출동,이동 중,47.64,8.0,73.0,현장 단말/장비 배터리
PR78389,박수아,방제요원,36550,전라남도,고흥군,복귀,복귀 중,24.46,4.88,75.0,현장 단말/장비 배터리
DR20890,황민서,드론요원,36550,전라남도,고흥군,복귀,복귀 중,27.92,2.83,93.0,드론 배터리
DR91506,황하은,드론요원,36560,전라남도,보성군,복귀,복귀 중,10.36,1.75,43.0,드론 배터리
PR76536,권민서,방제요원,36560,전라남도,보성군,복귀,복귀 중,10.99,2.1,43.0,현장 단말/장비 배터리
FR12727,권수아,현장요원,36560,전라남도,보성군,현장,업무 중,8.07,1.39,60.0,현장 단말/장비 배터리
FR72041,장수아,현장요원,36560,전라남도,보성군,현장,업무 중,5.85,0.95,82.0,현장 단말/장비 배터리
PR61166,정윤서,방제요원,36560,전라남도,보성군,현장,업무 중,47.99,8.0,86.0,현장 단말/장비 배터리
FR66369,박준우,현장요원,36570,전라남도,화순군,대기,즉시 가용,16.17,3.11,93.0,현장 단말/장비 배터리
PR51347,서서현,방제요원,36570,전라남도,화순군,출동,이동 중,24.23,3.87,93.0,현장 단말/장비 배터리
PR81932,조준우,방제요원,36570,전라남도,화순군,대기,즉시 가용,24.15,4.18,49.0,현장 단말/장비 배터리
FR49992,한서현,현장요원,36570,전라남도,화순군,출동,이동 중,22.5,2.3,49.0,현장 단말/장비 배터리
PR13862,장도현,방제요원,36570,전라남도,화순군,출동,이동 중,47.21,8.0,28.0,현장 단말/장비 배터리
FR83553,서지호,현장요원,36570,전라남도,화순군,출동,이동 중,30.8,5.35,31.0,현장 단말/장비 배터리
PR83490,조건우,방제요원,36570,전라남도,화순군,현장,업무 중,46.32,4.73,31.0,현장 단말/장비 배터리
PR40959,오윤서,방제요원,36570,전라남도,화순군,대기,즉시 가용,49.8,8.0,35.0,현장 단말/장비 배터리
FR41856,최서연,현장요원,36570,전라남도,화순군,대기,즉시 가용,47.45,8.0,36.0,현장 단말/장비 배터리
PR12500,오서현,방제요원,36570,전라남도,화순군,출동,이동 중,14.62,2.75,49.0,현장 단말/장비 배터리
FR55838,임하은,현장요원,36570,전라남도,화순군,출동,이동 중,30.81,6.13,56.0,현장 단말/장비 배터리
DR96105,한도현,드론요원,36570,전라남도,화순군,출동,이동 중,6.86,1.19,66.0,드론 배터리
FR57876,신수아,현장요원,36570,전라남도,화순군,대기,즉시 가용,17.42,2.3,76.0,현장 단말/장비 배터리
DR85090,신민서,드론요원,36570,전라남도,화순군,현장,업무 중,7.64,1.51,77.0,드론 배터리
PR95820,이건우,방제요원,36570,전라남도,화순군,현장,업무 중,47.26,5.04,84.0,현장 단말/장비 배터리
PR61563,한지아,방제요원,36570,전라남도,화순군,현장,업무 중,37.22,3.79,87.0,현장 단말/장비 배터리
DR37100,권예준,드론요원,36570,전라남도,화순군,출동,이동 중,32.62,5.16,87.0,드론 배터리
PR43483,서서연,방제요원,36570,전라남도,화순군,현장,업무 중,8.52,1.09,89.0,현장 단말/장비 배터리
